sbe	entry- index	start	end	full- src	full- tr	SND- Filename
1030.SBE	7	540	632	and your reputation greatly overrated.	그리고 당신의 명성은 심하게 과장됐다고 생각하겠소.	1030.SND
1030.SBE	8	632	655	Good day.	좋은 하루 되세요.	1030.SND
1031.SBE	0	30	60	Mister Whitney?	미스터 휘트니?	1031.SND
1031.SBE	1	90	150	I was wondering if you would come.	오실지 궁금했소.	1031.SND
1031.SBE	2	270	390	Oh! Yes, yes.	오! 예, 예.	1031.SND
1031.SBE	3	450	495	Not so fast, herr Schmidt.	그리 서두르진 마시오, 헤어 슈미트.	1031.SND
1031.SBE	4	496	570	We're not in Belgrade yet.	아직 베오그라드가 아니오.	1031.SND
1032.SBE	0	18	51	Mind if I join you?	같이 앉아도 될까요?	1032.SND
1032.SBE	1	51	159	Of course! Cigar? The best Havana!	물론이죠! 시가 한 대 하시겠습니까? 최고급 아바나요!	1032.SND
1032.SBE	2	159	189	No, thanks.	아니요, 괜찮습니다.	1032.SND
1032.SBE	3	189	283	Americans don't know how to have pleasure.	미국인들은 즐길 줄을 모르는군요.	1032.SND
1032.SBE	4	283	430	How can there be a life of the spirit if the body is not fat?	몸이 제대로 먹지 못하는데 어떻게 정신의 삶이 있겠소?	1032.SND
1032.SBE	5	447	506	How's Fraulein Wolff?	프로일라인 볼프는 어떻습니까?	1032.SND
1032.SBE	6	506	581	I shall dine with her this evening.	오늘 저녁엔 그녀와 식사할 예정이오.	1032.SND
1032.SBE	7	612	634	Tell me, August,	말해 봐요, 아우구스트.	1032.SND
1032.SBE	8	634	751	how were spiritual person like yourself end up as a munitions maker?	당신처럼 정신적인 사람이 어쩌다 군수업자가 된 겁니까?	1032.SND
1032.SBE	9	751	850	You would find that quite difficult to understand.	당신이 이해하기엔 꽤 어려울 거요.	1032.SND
1032.SBE	10	850	906	Unlike you, Herr Whitney,	당신과는 달리, 헤어 휘트니,	1032.SND
1032.SBE	11	906	975	I'm not motivated only by gold.	날 움직이는 건 금만이 아니오.	1032.SND
1032.SBE	12	975	1131	I'm always thinking of the higher interest of my fatherland.	난 늘 조국의 더 큰 이익을 생각하오.	1032.SND
1032.SBE	13	1131	1266	Where does the fatherland's interest lie in arming a band of Serbian terrorists?	세르비아 테러리스트 집단을 무장시키는 데 조국의 이익이 어디 있습니까?	1032.SND
1032.SBE	14	1266	1347	Terrorists? You surprise me.	테러리스트라니? 놀랍군요.	1032.SND
1032.SBE	15	1347	1482	I had thought you would at least keep up the pretence of sympathy	적어도 동조하는 척은 계속할 줄 알았소	1032.SND
1032.SBE	16	1482	1546	with the group that is paying you.	당신에게 돈을 대는 그 집단에 대해서 말이오.	1032.SND
1032.SBE	17	1546	1653	I never said I wasn't sympathetic. I said they were terrorists.	난 동조하지 않는다고 한 적 없습니다. 그들이 테러리스트라고 했을 뿐이오.	1032.SND
1032.SBE	18	1653	1698	And you haven't answered my question.	그리고 내 질문엔 아직 답하지 않았소.	1032.SND
1032.SBE	19	1698	1841	The last time I looked at a newspaper, Serbia was allied to Russia and France.	내가 마지막으로 신문을 봤을 때 세르비아는 러시아, 프랑스와 동맹이었소.	1032.SND
1032.SBE	20	1841	1901	Your question is not a bad one.	당신 질문, 나쁘지 않소.	1032.SND
1032.SBE	21	1901	1989	I leave it to you to find the answer.	답은 당신이 직접 찾아보시오.	1032.SND
1033.SBE	0	71	118	I believe you have my key.	제 열쇠를 당신이 갖고 있는 것 같군요.	1033.SND
1033.SBE	1	118	163	Could I have it back, please?	돌려받을 수 있을까요?	1033.SND
1033.SBE	2	325	379	That's enough guns for today.	오늘은 총 얘기 이쯤이면 됐어요.	1033.SND
1033.SBE	3	390	499	Tell me. When you killed Tyler, was that part of the job	말해 봐요. 타일러를 죽인 게 임무의 일부였나요	1033.SND
1033.SBE	4	499	542	or was that your own idea?	아니면 당신 독단이었나요?	1033.SND
1033.SBE	5	542	594	I, I don't know what you mean.	저, 무슨 말씀인지 모르겠어요.	1033.SND
1033.SBE	6	594	669	You don't know you work for the Austrian secret police?	당신이 오스트리아 비밀경찰을 위해 일한다는 것도 모르나요?	1033.SND
1033.SBE	7	669	715	Or you don't know you killed Tyler?	아니면 타일러를 당신이 죽였다는 것도 모르나요?	1033.SND
1033.SBE	8	715	760	But I didn't kill him!	하지만 제가 죽인 게 아니에요!	1033.SND
1033.SBE	9	760	811	They sent you to break up Tyler's arms deal.	그들은 타일러의 무기 거래를 망치라고 당신을 보냈어요.	1033.SND
1033.SBE	10	811	880	You killed him and you stole the gold egg he was carrying.	당신이 그를 죽이고 그가 갖고 있던 황금 알을 훔쳤어요.	1033.SND
1033.SBE	11	880	998	I didn't! It wasn't me! I've never killed anyone! I swear it!	아니에요! 제가 아니에요! 전 누구도 죽여본 적 없어요! 맹세해요!	1033.SND
1033.SBE	12	1016	1106	I'd met Tyler Whitney once in New York.	뉴욕에서 타일러 휘트니를 한 번 만난 적이 있어요.	1033.SND
1033.SBE	13	1106	1152	I recognized him at the station.	역에서 그를 알아봤어요.	1033.SND
1033.SBE	14	1152	1220	Once we were moving, I came and knocked.	열차가 출발하고 나서 와서 문을 두드렸어요.	1033.SND
1033.SBE	15	1220	1312	The door was open, so I let myself in.	문이 열려 있어서 그냥 들어갔어요.	1033.SND
1033.SBE	16	1312	1365	And there was blood all over.	안에는 피가 흥건했어요.	1033.SND
1033.SBE	17	1365	1378	The egg!	그 알이요!	1033.SND
1033.SBE	18	1378	1433	It was sitting on a table by the window.	창가 쪽 테이블 위에 놓여 있었어요.	1033.SND
1033.SBE	19	1433	1503	I took it but I didn't kill him!	그건 가져갔지만, 죽이진 않았어요!	1033.SND
1033.SBE	20	1503	1600	The first time I saw you calling yourself Tyler Whitney...	당신이 타일러 휘트니라고 사칭하는 걸 처음 봤을 때...	1033.SND
1033.SBE	21	1600	1635	I thought you killed him.	당신이 그를 죽인 줄 알았어요.	1033.SND
1033.SBE	22	1635	1662	Anna, look out!	안나, 조심해!	1033.SND
1034.SBE	0	50	90	Don't move!	움직이지 마!	1034.SND
1034.SBE	1	225	255	Let her go.	그 사람 놔줘요.	1034.SND
1034.SBE	2	585	660	Vienna? I have to go now.	빈이라고요? 전 지금 가야 해요.	1034.SND
1035.SBE	0	54	106	I was afraid you'd gotten off in Vienna.	빈에서 내려버린 줄 알고 걱정했어요.	1035.SND
1035.SBE	1	106	171	In Vienna? Why should I?	빈에서요? 제가 왜요?	1035.SND
1035.SBE	2	171	232	I don't know. But I'm glad to see you.	모르겠어요. 그래도 당신을 보니 반갑군요.	1035.SND
1035.SBE	3	251	313	The journey will be over soon enough.	이 여정도 곧 끝나겠죠.	1035.SND
1035.SBE	4	399	477	So. What happens to August Schmidt now?	그럼, 이제 아우구스트 슈미트는 어떻게 되죠?	1035.SND
1035.SBE	5	497	581	He will find the police waiting for him in Budapest.	부다페스트에서 경찰이 기다리고 있다는 걸 알게 되겠죠.	1035.SND
1035.SBE	6	581	661	The guns will be discovered and confiscated.	무기들은 발견되어 압수될 거예요.	1035.SND
1035.SBE	7	661	776	I see. A job well done. You must be very proud of yourself.	그렇군요. 임무는 훌륭히 끝냈네요. 아주 뿌듯하시겠어요.	1035.SND
1035.SBE	8	776	829	You're one to talk.	그 말을 할 입장은 아니잖아요.	1035.SND
1035.SBE	9	829	918	Is smuggling guns your idea of an honorable profession?	총 밀수가 당신이 말하는 명예로운 일인가요?	1035.SND
1035.SBE	10	918	963	Is that my profession?	그게 제 직업인가요?	1035.SND
1035.SBE	11	963	1047	It's like a game to you. Taking sides.	당신에겐 이게 게임 같군요. 편 가르기 말이에요.	1035.SND
1035.SBE	12	1047	1130	Today you help the Bosnians, tomorrow the English.	오늘은 보스니아인 편, 내일은 영국인 편이겠죠.	1035.SND
1035.SBE	13	1130	1224	Do you want to know why Tyler died? I'll tell you.	타일러가 왜 죽었는지 알고 싶어요? 말해줄게요.	1035.SND
1035.SBE	14	1239	1344	For a thousand years people have been killing each other over the Balkans.	천 년 동안 사람들은 발칸을 두고 서로 죽여 왔어요.	1035.SND
1035.SBE	15	1344	1427	It's not about to stop for one American.	미국인 한 명 때문에 멈출 일은 아니에요.	1035.SND
1035.SBE	16	1427	1491	Our history is a chain of blood.	우리 역사는 피로 이어진 사슬이에요.	1035.SND
1035.SBE	17	1491	1572	It reaches deep into the past, it binds us.	그 사슬은 먼 과거까지 이어져 우리를 옭아매고 있죠.	1035.SND
1035.SBE	18	1572	1624	And it has nothing to do with you.	그리고 그건 당신과는 상관없어요.	1035.SND
1035.SBE	19	1624	1690	Tyler is dead, you can't bring him back.	타일러는 죽었어요. 되돌릴 수 없어요.	1035.SND
1035.SBE	20	1690	1776	Why don't you go home before the same thing happens to you?	당신도 같은 일을 당하기 전에 집으로 돌아가요.	1035.SND
1035.SBE	21	1806	1846	Tyler was my friend.	타일러는 제 친구였어요.	1035.SND
1035.SBE	22	1863	1917	Maybe the word doesn't mean much to you.	그 말이 당신에겐 별 의미가 없을지 모르죠.	1035.SND
1035.SBE	23	1932	2069	To me, when a friend asks for help, and you get it too late,	하지만 나에겐, 친구가 도움을 청했는데 내가 너무 늦게 도착했다면,	1035.SND
1035.SBE	24	2098	2136	you don't leave it at that.	그걸 그냥 넘길 수는 없어요.	1035.SND
1035.SBE	25	2165	2229	Go away. Please.	가요. 제발.	1035.SND
1037.SBE	0	4	85	Herr Whitney, have a drink.	헤어 휘트니, 한잔하시죠.	1037.SND
1037.SBE	1	85	161	It helps make the journey shorter.	그게 여정을 좀 덜 길게 느끼게 해주오.	1037.SND
1037.SBE	2	161	189	Thanks.	감사합니다.	1037.SND
1037.SBE	3	189	269	I have misjudged Fraulein Wolff.	내가 프로일라인 볼프를 오판했소.	1037.SND
1037.SBE	4	282	339	There is no other explanation.	다른 설명이 없소.	1037.SND
1037.SBE	5	339	483	Again and again, I ask myself: could I have imagined it?	몇 번이고 자문하오. 내가 착각한 건가?	1037.SND
1037.SBE	6	483	575	A fantasy? A romantic dream?	환상인가? 낭만적인 망상인가?	1037.SND
1037.SBE	7	585	683	But then I remember the way she looked at me.	하지만 곧 그녀가 나를 보던 눈빛이 떠오르오.	1037.SND
1037.SBE	8	683	735	The warmth of her eyes.	그 눈빛의 온기가.	1037.SND
1037.SBE	9	748	888	And I know, I was not mistaken. Something has changed her.	그리고 알게 되지. 내가 틀리지 않았다는 걸. 그녀가 변했소.	1037.SND
1037.SBE	10	888	969	Well, August, she is an artist.	글쎄요, 아우구스트. 그녀는 예술가잖아요.	1037.SND
1037.SBE	11	969	1008	An artist.	예술가.	1037.SND
1037.SBE	12	1008	1163	Yes. When I return to Munich, she shall play for me.	그래. 내가 뮌헨으로 돌아가면, 그녀가 나를 위해 연주할 거요.	1037.SND
1037.SBE	13	1163	1235	She will perform at my house.	그녀는 내 집에서 연주할 거요.	1037.SND
1037.SBE	14	1235	1295	Let me fill your glass, Herr Whitney.	잔을 채워드리죠, 헤어 휘트니.	1037.SND
1037.SBE	15	1313	1400	You at least, have not disappointed me.	적어도 당신만큼은 날 실망시키지 않았소.	1037.SND
1037.SBE	16	1455	1559	Yes, yes. She will play for me.	그래, 그래. 그녀는 나를 위해 연주할 거요.	1037.SND
1037.SBE	17	1559	1634	It will be a wonderful evening.	멋진 저녁이 될 거요.	1037.SND
1037.SBE	18	1634	1704	You will be there too, Herr Whitney.	당신도 거기 오게 될 거요, 헤어 휘트니.	1037.SND
1037.SBE	19	1719	1866	Kronos and the Obolenskys, we shall all be together	크로노스와 오볼렌스키가, 우리 모두 한자리에 모일 거요	1037.SND
1037.SBE	20	1866	1954	in a big gold room. And she will play.	거대한 황금빛 방에서. 그리고 그녀가 연주할 거요.	1037.SND
1037.SBE	21	1954	2109	And we will dance, dance, dance...	그리고 우린 춤출 거요, 춤추고 또 춤출 거요...	1037.SND
1037.SBE	22	2624	2714	Life is short, everybody, let's dance together.	인생은 짧소, 여러분. 함께 춤춥시다.	1037.SND
1038.SBE	0	1	30	Anna.	안나.	1038.SND
1038.SBE	1	75	150	I'm very tired. Please, let me go.	정말 피곤해요. 제발 가게 해줘요.	1038.SND
1038A.SBE	0	1	90	Why are you following me?	왜 저를 따라오는 거죠?	1038A.SND
1038A.SBE	1	195	270	There is so much I want to say.	하고 싶은 말이 정말 많아요.	1038A.SND
1038A.SBE	2	271	330	It's just that I'm tired.	그냥 제가 너무 피곤해서 그래요.	1038A.SND
1038A.SBE	3	331	420	You can't imagine how tired I am.	내가 얼마나 지쳤는지 당신은 상상도 못 해요.	1038A.SND
1038A.SBE	4	570	630	We'll talk in the morning.	아침에 이야기해요.	1038A.SND
1038A.SBE	5	631	660	Good night.	안녕히 주무세요.	1038A.SND
1039.SBE	0	90	120	Take off the sash!	허리띠를 풀어!	1039.SND
1039.SBE	1	225	270	You could've taken off the sash first.	허리띠부터 먼저 풀었어도 됐잖아요.	1039.SND
1039.SBE	2	420	510	We're almost to the border. We've got to stop the train!	이제 곧 국경이에요. 열차를 멈춰야 해요!	1039.SND
1039.SBE	3	511	525	Why?	왜요?	1039.SND
1039.SBE	4	526	615	Why? Once we're in Serbia, they'll kill us!	왜냐고요? 세르비아에 들어가면 우릴 죽일 거예요!	1039.SND
1039.SBE	5	616	660	And if we stop before the border?	그럼 국경 전에 열차를 세우면요?	1039.SND
1039.SBE	6	661	725	The terrorists will be captured by the Austrian police.	테러리스트들은 오스트리아 경찰에 붙잡힐 거예요.	1039.SND
1039.SBE	7	726	765	Along with the arms.	무기와 함께요.	1039.SND
1039.SBE	8	766	780	Yes.	네.	1039.SND
1039.SBE	9	810	900	You're being used. You and August Schmidt.	당신은 이용당하고 있어요. 아우구스트 슈미트도 마찬가지고요.	1039.SND
1039.SBE	10	901	930	I don't understand.	이해가 안 돼요.	1039.SND
1039.SBE	11	975	1050	It doesn't matter. Come on, let's stop this thing.	그건 중요하지 않아요. 어서, 이걸 멈춥시다.	1039.SND
1040.SBE	0	89	132	Take off the sash!	허리띠를 풀어!	1040.SND
1040.SBE	1	217	285	You could've taken off the sash first.	허리띠부터 먼저 풀었어도 됐잖아요.	1040.SND
1040.SBE	2	426	513	We're almost to the border. We've got to stop the train!	이제 곧 국경이에요. 열차를 멈춰야 해요!	1040.SND
1040.SBE	3	513	532	Why?	왜요?	1040.SND
1040.SBE	4	532	612	Why? Once we're in Serbia, they'll kill us!	왜냐고요? 세르비아에 들어가면 우릴 죽일 거예요!	1040.SND
1040.SBE	5	612	654	And if we stop before the border?	그럼 국경 전에 열차를 세우면요?	1040.SND
1040.SBE	6	654	726	The terrorists will be captured by the Austrian police.	테러리스트들은 오스트리아 경찰에 붙잡힐 거예요.	1040.SND
1040.SBE	7	726	769	Along with the arms.	무기와 함께요.	1040.SND
1040.SBE	8	769	792	Yes.	네.	1040.SND
1040.SBE	9	814	891	You're being used. You and August Schmidt.	당신은 이용당하고 있어요. 아우구스트 슈미트도 마찬가지고요.	1040.SND
1040.SBE	10	891	924	What do you mean?	무슨 뜻이죠?	1040.SND
1040.SBE	11	924	974	Germany and Austria want war.	독일과 오스트리아는 전쟁을 원해요.	1040.SND
1040.SBE	12	974	1061	All they need is an incident to set it off, like Sarajevo.	그들에게 필요한 건 사라예보 같은 도화선이 될 사건 하나예요.	1040.SND
1040.SBE	13	1061	1112	Sarajevo wasn't enough,	사라예보만으로는 부족했어요.	1040.SND
1040.SBE	14	1112	1221	but crates of machine guns captured in the hands of Serbian terrorists...	하지만 세르비아 테러리스트의 손에서 기관총 상자가 적발된다면...	1040.SND
1040.SBE	15	1221	1271	now, that could start a war.	그건 전쟁의 불씨가 될 수 있어요.	1040.SND
1040.SBE	16	1331	1423	Anna, how do you think your superiors knew about the arms sale?	안나, 당신 상관들이 그 무기 거래를 어떻게 알게 됐다고 생각해요?	1040.SND
1040.SBE	17	1439	1552	Schmidt's been set up. Germany wanted this deal to happen.	슈미트는 함정에 걸린 거예요. 독일은 이 거래가 성사되길 원했죠.	1040.SND
1040.SBE	18	1552	1644	And they wanted it blown wide open. By you.	그리고 그걸 크게 터뜨리길 바랐어요. 당신 손으로요.	1040.SND
1040.SBE	19	1717	1744	Anna, wait!	안나, 기다려!	1040.SND
1041.SBE	0	90	120	Take off the sash!	허리띠를 풀어!	1041.SND
1041.SBE	1	225	270	You could've taken off the sash first.	허리띠부터 먼저 풀었어도 됐잖아요.	1041.SND
1041.SBE	2	420	510	We're almost to the border. We've got to stop the train!	이제 곧 국경이에요. 열차를 멈춰야 해요!	1041.SND
