sbe	entry-index	full-tr
1102.SBE	6	자기 이름을 고를 사치를 누리는 사람은 많지 않지요, 미스터...?
1102.SBE	7	크로노스.
1102.SBE	8	당신이 캐스든 휘트니든 내겐 중요하지 않습니다.
1102.SBE	9	파리의 내 대리인이 시작한 논의를 이어갈 준비가 되어 있습니다.
1102.SBE	10	당신이 말한 물건을 갖고 있다는 전제하에서요.
1102.SBE	11	크로노스는 이름입니까, 성입니까?
1102.SBE	12	이 유쾌한 이름 이야기를 계속할 시간은 없군요.
1102.SBE	13	꽤 묵직한 서류가방을 가져왔습니다.
1102.SBE	14	이제 내가 제안한 교환에 당신이 관심이 있는지 알고 싶군요.
1102.SBE	15	그리고 그걸 끝까지 해낼 능력이 있는지도요.
1102.SBE	16	지금 당장은 아니지만, 해낼 수 있으리라 봅니다.
1102.SBE	17	그렇다면 더 논의할 건 없군요.
1102.SBE	18	나도 빈에서 내려야 하니까요.
1102.SBE	19	다시 못 만날 수도 있으니, 이스탄불까지 즐거운 여정 되시길 바랍니다.
1102.SBE	20	그리고 영국과 프랑스 당국의 추적도 계속 잘 피해 다니시길 빌죠.
1102.SBE	21	좋은 저녁 보내십시오, 미스터 캐스.
1102.SBE	22	카히나가 배웅해 줄 거요.
1103.SBE	0	아직 여기 있었나?
1103.SBE	1	각하께 전해주세요. 제가...
1103.SBE	2	불새 건으로 이야기를 나누고 싶다고요.
1104.SBE	0	각하께 말씀드려요. 제가 얘기하고 싶다고...
1105.SBE	0	들어오십시오. 편히 앉으시죠.
1105.SBE	1	아, 고맙군요, 카히나. 그러죠.
1105.SBE	2	좋은 아침입니다, 미스터 캐스.
1105.SBE	3	오늘은 좋은 소식을 가져오셨길 바랍니다.
1105.SBE	4	그건 상황에 따라 다르죠. 아직도 불새를 원합니까?
1105.SBE	5	가지고 있습니까?
1105.SBE	6	타일러에게 무슨 일이 있었죠?
1105.SBE	7	미스터 휘트니와 그 동료들의 불운한 소동엔 관심 없습니다.
1105.SBE	8	이 거래는 빨리 끝냅시다.
1105.SBE	9	우리 둘 다 할 일이 많으니까요.
1105.SBE	10	나는 내 수집품을, 당신은 당신의 골칫거리와 특별한 관심사를 챙겨야 하죠.
1105.SBE	11	예컨대 바실리 알렉산드로비치에 대한 당신의 처치 말입니다.
1105.SBE	12	다투라 스트라모니움.
1105.SBE	13	아주 흥미롭군요.
1105.SBE	14	아주 간단합니다.
1105.SBE	15	우리에게는 그렇겠죠.
1105.SBE	16	하지만 유럽 의사 중 그걸 떠올린 사람은 거의 없었을 겁니다.
1105.SBE	17	나이지리아에서 한 번... 하지만 이야기가 샜군요.
1105.SBE	18	불새를 갖고 있습니까?
1105.SBE	19	엄밀히 말하면 아닙니다.
1105.SBE	20	그렇다면 더는 당신 시간을 뺏지 않겠습니다.
1105.SBE	21	다음 만남을 기대하겠습니다, 미스터 캐스.
1106.SBE	0	이건 각하께서 절 보길 원하신다는 뜻이겠군요.
1106.SBE	1	그분은 사람들로 하여금 자신이 꼭 필요한 존재인 듯 느끼게 만드는 재주가 있네요.
1106.SBE	2	이게 미스 볼프를 이중주로 끌어들인 방식입니까?
1106.SBE	3	아는 건 별로 없으면서 말은 참 많군요.
1106.SBE	4	그분께 제가 가겠다고 전해요.
1106A.SBE	0	이건 각하께서 절 보길 원하신다는 뜻이겠군요.
1106A.SBE	1	그분은 사람들로 하여금 자신이 꼭 필요한 존재인 듯 느끼게 만드는 재주가 있네요.
1106A.SBE	2	이게 미스 볼프를 이중주로 끌어들인 방식입니까?
1106A.SBE	3	아는 건 별로 없으면서 말은 참 많군요.
1106A.SBE	4	그분께 제가 가겠다고 전해요.
1106D.SBE	0	이건 각하께서 절 보길 원하신다는 뜻이겠군요.
1106D.SBE	1	그분은 사람들로 하여금 자신이 꼭 필요한 존재인 듯 느끼게 만드는 재주가 있네요.
1106D.SBE	2	이게 미스 볼프를 이중주로 끌어들인 방식입니까?
1106D.SBE	3	아는 건 별로 없으면서 말은 참 많군요.
1106D.SBE	4	그분께 제가 가겠다고 전해요.
1107.SBE	0	훌륭하군요.
1107.SBE	1	그 꽤 무거운 서류가방은 내 축복과 함께 가져가셔도 됩니다.
1107.SBE	2	내 채광창이 망가진 건 너그럽게 넘어가도록 하죠.
1107.SBE	3	타일러를 누가 죽였죠?
1107.SBE	4	카히나가 배웅해 줄 거요.
1107.SBE	5	거래하게 되어 즐거웠습니다, 미스터 휘트니.
1107A.SBE	0	훌륭하군요.
1107A.SBE	1	부디 이 꽤 무거운 서류가방을 감사의 표시로 받아주십시오.
1107A.SBE	2	타일러를 누가 죽였죠?
1107A.SBE	3	카히나가 배웅해 줄 거요.
1107A.SBE	4	거래하게 되어 즐거웠습니다, 미스터 휘트니.
1108.SBE	0	오, 이런.
1108.SBE	1	보아하니 당신은 내 서류가방도, 내 불새도 가져오지 않았군요.
1108.SBE	2	이 장난은 이미 충분히 오래 이어졌습니다.
1109.SBE	0	실망스럽군요.
1109.SBE	1	이 금은 기꺼이 당신에게 맡겨둘 생각이었습니다.
1109.SBE	2	다른 그것만 가져올 생각을 했더라면 좋았을 텐데요.
1109.SBE	3	그랬다면 우리 모두 시간을 훨씬 아꼈을 겁니다.
1109.SBE	4	아마도요.
1109.SBE	5	원하는 게 뭡니까, 미스터 휘트니?
1109.SBE	6	타일러 휘트니는 죽었습니다. 누가 왜 그를 죽였는지 알고 싶군요.
1109.SBE	7	당신은 예루살렘으로 가는 길이죠. 그렇지 않습니까?
1109.SBE	8	그걸 어떻게 알았죠?
1109.SBE	9	지식은 금보다 귀하고 루비보다 희귀합니다.
1109.SBE	10	당신이 지식이라는 화폐로 대가를 받고 싶다면,
1109.SBE	11	당신 자신에 대한 것들, 이를테면 손에 낀 그 반지 이야기도 해줄 수 있지요.
1109.SBE	12	하지만 당신이 묻는 그 질문만큼은... 내가 답할 수 없습니다.
1109.SBE	13	그럼 전 이만 가보죠.
1109.SBE	14	아직은 아니오.
1109.SBE	15	내 짐을 멋대로 가져간 대가로, 당신은 내게 작은 호의를 하나 빚졌습니다.
1109.SBE	16	그의 가슴주머니에 있는 스카프요. 가져다주시겠습니까.
1109.SBE	17	네. 고맙습니다, 미스터 캐스.
1109.SBE	18	다음에 만날 때까지 기념품으로 간직해 두겠습니다.
1110.SBE	0	아, 미스터 캐스.
1110.SBE	1	우린 당신을 기다리고 있었습니다.
1110.SBE	2	아직은 아니오, 아가씨.
1110.SBE	3	불새를 가져다주시겠습니까?
1112.SBE	0	고맙습니다, 미스터 캐스.
1112.SBE	1	당신과 알게 되어 매우 기쁩니다.
1112.SBE	2	다시 만나길 바라지만, 아마 어렵겠지요.
1112.SBE	3	미스 볼프.
1112.SBE	4	신경 쓰지 마세요.
1112.SBE	5	미스터 캐스, 난 은혜를 모르는 사람은 아닙니다.
1112.SBE	6	당신은 내 불새를 가져왔군요.
1112.SBE	7	이제 내가 당신에게 뭔가를 주지요.
1112.SBE	8	예루살렘에 가게 되면, 열세 번째 지파에 대해 물어보십시오.
1112.SBE	9	무슨 일이죠? 무슨 문제입니까?
1116.SBE	0	아, 미스터 캐스.
1116.SBE	1	우린 당신을 기다리고 있었습니다.
1116.SBE	2	아직은 아니오, 아가씨.
1116.SBE	3	불새를 가져다주시겠습니까?
1116.SBE	4	유감이지만, 이제 그건 제게 없습니다.
1116.SBE	5	그건 어디 있습니까?
1116.SBE	6	베오그라드 서쪽 어딘가에요.
1116.SBE	7	그건 유감이군요.
1118.SBE	0	죄송합니다. 문을 잘못 열었네요.
1202.SBE	0	같이 앉아도 될까요?
1202.SBE	1	왜 안 되죠?
1202.SBE	2	놀라게 하려던 건 아니었어요.
1202.SBE	3	저는 수프 한 그릇이면 충분합니다.
1202.SBE	4	수백만의 제 동포가 빵도 없이 지내는데, 저 혼자 음식을 즐길 순 없습니다.
1202.SBE	5	그럼 안녕히.
1202A.SBE	0	같이 앉아도 될까요?
1202A.SBE	1	왜 안 되죠?
1202A.SBE	2	놀라게 하려던 건 아니었어요.
1202A.SBE	3	저는 수프 한 그릇이면 충분합니다.
1202A.SBE	4	수백만의 제 동포가 빵도 없이 지내는데, 저 혼자 음식을 즐길 순 없습니다.
1202A.SBE	5	그럼 안녕히.
1203.SBE	0	바실리 알렉산드로비치.
1203.SBE	1	할아버지.
1203.SBE	2	바실리 알렉산드로비치, 저는 알렉세이 돌니코프입니다.
1203.SBE	3	당신은 제 아버지를 아셨던 걸로 압니다.
1203.SBE	4	돌니코프라는 사람을 알았지. 표트르 니콜라예비치.
1203.SBE	5	그분은 선한 분이자 경건한 분이었지.
1203.SBE	6	그에게 아들이 하나 있었지...
1203.SBE	7	...하지만 그 아들은 그와 그 가족에게 수치를 안겼다.
1203.SBE	8	가자, 손녀야. 내가 좀 피곤하구나.
1203.SBE	9	바실리 알렉산드로비치,
1203.SBE	10	당신은 그 경건함의 이름으로 몇천 명을 감옥과 고문으로 몰아넣었지?
1203.SBE	11	아니면 이제 셀 수도 없나?
1204.SBE	0	글쎄요, 첫인상은 꽤 강하게 남기셨네요.
1205.SBE	0	실례합니다.
1205.SBE	1	이 종이에 뭐라고 쓰였는지 알려주실 수 있나요?
1205.SBE	2	러시아 동화예요. 아이들을 위한.
1205.SBE	3	저를 위해 번역해 주실 수 있나요?
1205.SBE	4	동화가 뭔지 아시오?
1205.SBE	5	그건 착취자들이 민중에게 자신들이 노예라는 사실을 잊게 만드는 방법 중 하나요.
1205.SBE	6	수백 년 동안 러시아 농민들은 아이들에게 한 영웅의 이야기를 들려주었소.
1205.SBE	7	불새의 꼬리깃을 뽑아 오는.
1205.SBE	8	아이는 빈속으로 잠자리에 들어 한 영웅을 꿈꾸지.
1205.SBE	9	결코 오지 않을 영웅을.
1205.SBE	10	괜히 물었네요.
1206.SBE	0	성냥 있나요?
1206.SBE	1	담배 피우기엔 너무 어린 거 아닌가요?
1206.SBE	2	무슈, 저는 어린애가 아니에요!
1206.SBE	3	이번 철은 파리에서 내내 보냈어요.
1206.SBE	4	그리고 그런 건 지겨워요. 전 담배가 피우고 싶어요.
1206.SBE	5	고마워요.
1206.SBE	6	아까 거기서 무슨 일이 있었죠?
1206.SBE	7	러시아어를 하세요?
1206.SBE	8	조금요.
1206.SBE	9	어머니가 가르쳐주실 수 있었던 것뿐이죠.
1206.SBE	10	재미있네요! 러시아어를 하는 미국인이라니.
1206.SBE	11	그럼 그 남자가 제 할아버지께 한 끔찍한 말도 들으셨겠네요.
1206.SBE	12	그 사람은 누구죠?
1206.SBE	13	이름은 알렉세이예요. 저희는 함께 자랐어요.
1206.SBE	14	우리는 오데사에서 매년 여름 함께 놀곤 했어요.
1206.SBE	15	왜 그가 제 할아버지와 다투려는지 이해가 안 가요.
1206.SBE	16	정말 유치하죠.
1206.SBE	17	글쎄요, 그도 철들겠죠. 당신처럼요.
1206A.SBE	0	성냥 있나요?
1206A.SBE	1	담배 피우기엔 너무 어린 거 아닌가요?
1206A.SBE	2	무슈, 저는 어린애가 아니에요!
1206A.SBE	3	이번 철은 파리에서 내내 보냈어요.
1206A.SBE	4	그리고 그런 건 지겨워요. 전 담배가 피우고 싶어요.
1206A.SBE	5	고마워요.
1208.SBE	0	이거 읽어주실 수 있나요?
1208.SBE	1	불새예요. 정말 아름답죠. 불타는 꼬리를 보세요.
1208.SBE	2	이건 어디서 난 거죠?
1208.SBE	3	아, 그건 제 친구 거예요.
1208.SBE	4	뭐라고 쓰여 있죠?
1208.SBE	5	아이들을 위한 시예요.
1208.SBE	6	이반 왕자와 불새에 관한 이야기예요.
1208.SBE	7	원하시면 번역본을 적어서 아침에 드릴게요.
1208.SBE	8	고마워요, 타티아나.
1208.SBE	9	천만에요. 안녕히 주무세요.
1210.SBE	0	비켜 주세요, 저는 의사입니다.
1210.SBE	1	물을 끓이세요.
1210.SBE	2	바실리!
1210.SBE	3	뭘 하시는 거요? 의사라는 사람이 이래도 되오?
1210.SBE	4	저 사람 말 듣지 마요. 무슨 말 하는지도 몰라요.
1210.SBE	5	바실리 알렉산드로비치!
1210.SBE	6	당신은 누구요?
1210.SBE	7	그건 저쪽에 내려놓으세요.
1210.SBE	8	이걸 차로 달여서 네 시간마다 한 잔씩 드리세요. 할 수 있겠죠?
1210.SBE	9	네.
1210.SBE	10	(도대체 저분이 왜 저러는 거지)
1210.SBE	11	우린 나갑시다. 이분은 주무시게요.
1210.SBE	12	미스 타티아나, 잠깐 말씀 나눌 수 있을까요?
1211.SBE	0	좋은 아침이에요. 할아버지는 좀 어떠세요?
1211.SBE	1	주무세요.
1211.SBE	2	좋아요. 차는 잊지 마세요.
1211.SBE	3	잊지 않을게요.
1211.SBE	4	당신이 해준 일에 감사드리고 싶어요.
1211.SBE	5	당신이 없었다면 제가 어땠을지 모르겠어요.
1211.SBE	6	오랫동안 편찮으셨나요?
1211.SBE	7	모르겠어요. 저는 프랑스에서 지내왔거든요.
1211.SBE	8	할아버지가 저를 러시아로 데려가려고 오셨는데, 편찮으신 건 알았지만...
1211.SBE	9	당신 시를 적어왔어요.
1211.SBE	10	고마워요, 타티아나.
1211.SBE	11	실례합니다.
1212.SBE	0	좋은 아침이에요. 할아버지는 좀 어떠세요?
1212.SBE	1	주무세요.
1212.SBE	2	좋아요. 차는 잊지 마세요.
1212.SBE	3	잊지 않을게요.
1212.SBE	4	당신이 해준 일에 감사드리고 싶어요.
1212.SBE	5	당신이 없었다면 제가 어땠을지 모르겠어요.
1212.SBE	6	오랫동안 편찮으셨나요?
1212.SBE	7	모르겠어요. 저는 프랑스에서 지내왔거든요.
1212.SBE	8	할아버지가 저를 러시아로 데려가려고 오셨는데, 편찮으신 건 알았지만...
1212.SBE	9	제가 은혜를 갚을 방법이 있을까요? 꼭 말씀해 주세요.
1213.SBE	0	이거 읽어주실 수 있나요?
1213.SBE	1	불새예요. 정말 아름답죠. 불타는 꼬리를 보세요.
1213.SBE	2	이건 어디서 난 거죠?
1213.SBE	3	아, 그건 제 친구 거예요.
1213.SBE	4	뭐라고 쓰여 있죠?
1213.SBE	5	아이들을 위한 시예요.
1213.SBE	6	이반 왕자와 불새에 관한 이야기예요.
1213.SBE	7	원하시면 번역본을 적어서 오늘 오후에 드릴게요.
1213.SBE	8	고마워요, 타티아나.
1213.SBE	9	실례합니다.
1213A.SBE	0	실례합니다.
1215.SBE	0	여기서 뭐 하고 있죠?
1215.SBE	1	그거 이리 줘요.
1215.SBE	2	타티아나, 너 이건 갖고 있으면 안 돼.
1215.SBE	3	돌려주지 않으면 차장을 부를 거예요.
1215.SBE	4	그리고 당신을 열차에서 쫓아내게 할 거예요.
1215.SBE	5	내놔요.
1215.SBE	6	이제 나가요.
1216.SBE	0	- 뭐... - 타티아나,
1216.SBE	1	점심 먹고 할아버지께 차 드렸니?
1216.SBE	2	네.
1216.SBE	3	잊지 마, 3시간마다야.
1219.SBE	0	그래, 내 꿈에 나온 게 바로 너였구나!
1219.SBE	1	자, 가져가!
1219.SBE	2	어쩌면 네게 노래해 줄지도 모르지!
1222.SBE	0	무슈, 잠깐 말씀 나눠도 될까요?
1222.SBE	1	물론이죠, 들어오세요.
1222.SBE	2	당신은 제 할아버지께 정말 친절하셨어요.
1222.SBE	3	어떻게 말을 꺼내야 할지 모르겠어요.
1222.SBE	4	더 나빠지셨나요?
1222.SBE	5	아뇨. 알렉세이예요.
1222.SBE	6	부다페스트에서 열차를 내려 자기와 함께 떠나자고 했어요.
1222.SBE	7	뭐라고 했죠?
1222.SBE	8	제가 뭐라고 했을 것 같아요?
1222.SBE	9	할아버지가 편찮으신데, 제가 어떻게 떠나요?
1222.SBE	10	그건 잘못된 일이겠죠, 그렇죠?
1222.SBE	11	알렉세이는 낭만주의자예요. 내가 늘 뭐라고 하는지 아시죠.
1222.SBE	12	낭만주의자란 평생 멋지게 죽을 방법만 찾는 사람이에요.
1222.SBE	13	제가 '안 된다'고 하자, 그가 말도 안 되는 소리를 하기 시작했어요.
1222.SBE	14	그는 제가 세상과 이어진 유일한 끈이라고 했어요.
1222.SBE	15	그리고 제가 같이 가지 않으면 자기 인생은 아무 의미가 없다고요.
1222.SBE	16	당신은 그 사람을 몰라요.
1222.SBE	17	그가 정말 무모한 짓을 할 것 같아요.
1222.SBE	18	그는 폭탄으로 제 할아버지를 죽이려 했어요.
1222.SBE	19	그랬다면 열차를 날려 수십 명의 무고한 사람을 죽였을 거예요.
1222.SBE	20	폭탄이라고요? 무슨 폭탄이죠?
1222.SBE	21	그가 직접 만들었어요.
1222.SBE	22	몇 주째 그걸 계획해 왔어요.
1222.SBE	23	물론 제가 말려서 포기하게 했죠. 하지만 이제는 무서워요.
1222.SBE	24	그가 무슨 짓을 할지 모르겠어요. 전 그를 너무 사랑해요...
1222.SBE	25	제가 할 수 있는 걸 해볼게요.
1222.SBE	26	정말요? 아, 고마워요, 무슈. 정말 고마워요.
1223.SBE	0	받지 마요.
1223.SBE	1	받아야 해요.
1223.SBE	2	바실리 알렉산드로비치, 이게 우리의 마지막 만남이오.
1223.SBE	3	안 돼!
1223.SBE	4	할아버지, 조심하세요! 저 사람이 할아버지를 죽이려 해요!
1223.SBE	5	아뇨, 아뇨... 당신은 이해 못 해요!
1224.SBE	0	...내 목숨을 노린 시도가 있을 거야...
1224.SBE	1	...살인자들이 러시아에서부터 줄곧 나를 쫓아왔어...
1224.SBE	2	...나는 죽음이 두렵지 않아...
1224.SBE	3	...나는 늘 우리 교회의 계율을 따랐어...
1224.SBE	4	타티아나...
1224.SBE	5	...여기서... 떠나...
1224.SBE	6	...시계...
1224.SBE	7	무정부주의 만세!
1225.SBE	0	무슈, 부탁입니다. 이 광기를 멈춰주세요!
1225.SBE	1	이 승객들의 목숨이 달려 있소.
1225.SBE	2	저 사람들은 죄 없는 사람들이오!
1225.SBE	3	진정하시오. 숨만 낭비하겠소.
1225.SBE	4	당신은 그 산적들 패거리와 한통속이 아니오.
1225.SBE	5	그 산적들은 죽었소.
1225.SBE	6	한 명만 빼고 모두요.
1225.SBE	7	그는 어디 있소?
1225.SBE	8	지금 그가 열차를 몰고 있소.
1225.SBE	9	신사 숙녀 여러분.
1225.SBE	10	모두 식당차에서 나가 주시고
1225.SBE	11	침대차로 돌아가 주십시오...
1225.SBE	12	무슨 일이 벌어지는지 당장 말해 주시오!
1225.SBE	13	무슈, 부탁드립니다. 선생님 안전을 위한 일입니다.
1225.SBE	14	각하, 객실까지 모셔다드려도 되겠습니까?
1225.SBE	15	저와 손녀는 콘스탄티노플로 가는 중이고,
1225.SBE	16	그리고 콘스탄티노플에서 오데사로 갑니다.
1225.SBE	17	네, 물론입니다. 하지만 침대차가 더 편하지 않으시겠습니까?
1225.SBE	18	다른 승객들과 함께 말이오?
1225.SBE	19	저 승객들은 콘스탄티노플에 절대 도착하지 못할 거요.
1225.SBE	20	들으시오. 다른 승객들 쪽을 좀 살펴보지 않겠소?
1225.SBE	21	난 좀 남아서 상황을 지켜보겠소.
1227.SBE	0	그 애는 당신 말을 못 들어요.
1227.SBE	1	가엾은 내 나비야.
1227.SBE	2	곧, 정말 곧이면 강가의 큰 집으로 돌아가게 될 거야.
1227.SBE	3	달라진 건 아무것도 없어. 모든 게 예전 그대로야. 네가 기억하는 그대로.
